Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-01-02 00:00:00-05:00,69.318115234375,69.318115234375,69.318115234375,69.318115234375,0,0.0,0.0,0.0
2020-01-03 00:00:00-05:00,68.80596160888672,68.80596160888672,68.80596160888672,68.80596160888672,0,0.0,0.0,0.0
2020-01-06 00:00:00-05:00,68.85946655273438,68.85946655273438,68.85946655273438,68.85946655273438,0,0.0,0.0,0.0
2020-01-07 00:00:00-05:00,68.5460433959961,68.5460433959961,68.5460433959961,68.5460433959961,0,0.0,0.0,0.0
2020-01-08 00:00:00-05:00,68.7371597290039,68.7371597290039,68.7371597290039,68.7371597290039,0,0.0,0.0,0.0
2020-01-09 00:00:00-05:00,69.04292297363281,69.04292297363281,69.04292297363281,69.04292297363281,0,0.0,0.0,0.0
2020-01-10 00:00:00-05:00,68.92826080322266,68.92826080322266,68.92826080322266,68.92826080322266,0,0.0,0.0,0.0
2020-01-13 00:00:00-05:00,69.34870147705078,69.34870147705078,69.34870147705078,69.34870147705078,0,0.0,0.0,0.0
2020-01-14 00:00:00-05:00,69.24168395996094,69.24168395996094,69.24168395996094,69.24168395996094,0,0.0,0.0,0.0
2020-01-15 00:00:00-05:00,69.2799072265625,69.2799072265625,69.2799072265625,69.2799072265625,0,0.0,0.0,0.0
2020-01-16 00:00:00-05:00,69.77677154541016,69.77677154541016,69.77677154541016,69.77677154541016,0,0.0,0.0,0.0
2020-01-17 00:00:00-05:00,69.99080657958984,69.99080657958984,69.99080657958984,69.99080657958984,0,0.0,0.0,0.0
2020-01-21 00:00:00-05:00,69.73091125488281,69.73091125488281,69.73091125488281,69.73091125488281,0,0.0,0.0,0.0
2020-01-22 00:00:00-05:00,69.66975402832031,69.66975402832031,69.66975402832031,69.66975402832031,0,0.0,0.0,0.0
2020-01-23 00:00:00-05:00,69.62388610839844,69.62388610839844,69.62388610839844,69.62388610839844,0,0.0,0.0,0.0
2020-01-24 00:00:00-05:00,69.11173248291016,69.11173248291016,69.11173248291016,69.11173248291016,0,0.0,0.0,0.0
2020-01-27 00:00:00-05:00,68.01860046386719,68.01860046386719,68.01860046386719,68.01860046386719,0,0.0,0.0,0.0
2020-01-28 00:00:00-05:00,68.47724914550781,68.47724914550781,68.47724914550781,68.47724914550781,0,0.0,0.0,0.0
2020-01-29 00:00:00-05:00,68.41609191894531,68.41609191894531,68.41609191894531,68.41609191894531,0,0.0,0.0,0.0
2020-01-30 00:00:00-05:00,68.83653259277344,68.83653259277344,68.83653259277344,68.83653259277344,0,0.0,0.0,0.0
2020-01-31 00:00:00-05:00,67.62109375,67.62109375,67.62109375,67.62109375,0,0.0,0.0,0.0
2020-02-03 00:00:00-05:00,67.62109375,67.62109375,67.62109375,67.62109375,0,0.0,0.0,0.0
2020-02-04 00:00:00-05:00,68.98177337646484,68.98177337646484,68.98177337646484,68.98177337646484,0,0.0,0.0,0.0
2020-02-05 00:00:00-05:00,69.87615203857422,69.87615203857422,69.87615203857422,69.87615203857422,0,0.0,0.0,0.0
2020-02-06 00:00:00-05:00,69.95259094238281,69.95259094238281,69.95259094238281,69.95259094238281,0,0.0,0.0,0.0
2020-02-07 00:00:00-05:00,69.45572662353516,69.45572662353516,69.45572662353516,69.45572662353516,0,0.0,0.0,0.0
2020-02-10 00:00:00-05:00,69.73855590820312,69.73855590820312,69.73855590820312,69.73855590820312,0,0.0,0.0,0.0
2020-02-11 00:00:00-05:00,69.73855590820312,69.73855590820312,69.73855590820312,69.73855590820312,0,0.0,0.0,0.0
2020-02-12 00:00:00-05:00,70.07489776611328,70.07489776611328,70.07489776611328,70.07489776611328,0,0.0,0.0,0.0
2020-02-13 00:00:00-05:00,69.89143371582031,69.89143371582031,69.89143371582031,69.89143371582031,0,0.0,0.0,0.0
2020-02-14 00:00:00-05:00,69.87615203857422,69.87615203857422,69.87615203857422,69.87615203857422,0,0.0,0.0,0.0
2020-02-18 00:00:00-05:00,69.318115234375,69.318115234375,69.318115234375,69.318115234375,0,0.0,0.0,0.0
2020-02-19 00:00:00-05:00,69.5474624633789,69.5474624633789,69.5474624633789,69.5474624633789,0,0.0,0.0,0.0
2020-02-20 00:00:00-05:00,69.39456176757812,69.39456176757812,69.39456176757812,69.39456176757812,0,0.0,0.0,0.0
2020-02-21 00:00:00-05:00,68.96649169921875,68.96649169921875,68.96649169921875,68.96649169921875,0,0.0,0.0,0.0
2020-02-24 00:00:00-05:00,66.67320251464844,66.67320251464844,66.67320251464844,66.67320251464844,0,0.0,0.0,0.0
2020-02-25 00:00:00-05:00,64.8691635131836,64.8691635131836,64.8691635131836,64.8691635131836,0,0.0,0.0,0.0
2020-02-26 00:00:00-05:00,64.38758087158203,64.38758087158203,64.38758087158203,64.38758087158203,0,0.0,0.0,0.0
2020-02-27 00:00:00-05:00,61.83439636230469,61.83439636230469,61.83439636230469,61.83439636230469,0,0.0,0.0,0.0
2020-02-28 00:00:00-05:00,61.276371002197266,61.276371002197266,61.276371002197266,61.276371002197266,0,0.0,0.0,0.0
2020-03-02 00:00:00-05:00,63.97478485107422,63.97478485107422,63.97478485107422,63.97478485107422,0,0.0,0.0,0.0
2020-03-03 00:00:00-05:00,62.53765869140625,62.53765869140625,62.53765869140625,62.53765869140625,0,0.0,0.0,0.0
2020-03-04 00:00:00-05:00,65.16728973388672,65.16728973388672,65.16728973388672,65.16728973388672,0,0.0,0.0,0.0
2020-03-05 00:00:00-05:00,63.30973815917969,63.30973815917969,63.30973815917969,63.30973815917969,0,0.0,0.0,0.0
2020-03-06 00:00:00-05:00,62.552947998046875,62.552947998046875,62.552947998046875,62.552947998046875,0,0.0,0.0,0.0
2020-03-09 00:00:00-04:00,57.989349365234375,57.989349365234375,57.989349365234375,57.989349365234375,0,0.0,0.0,0.0
2020-03-10 00:00:00-04:00,60.60366439819336,60.60366439819336,60.60366439819336,60.60366439819336,0,0.0,0.0,0.0
2020-03-11 00:00:00-04:00,57.88995361328125,57.88995361328125,57.88995361328125,57.88995361328125,0,0.0,0.0,0.0
2020-03-12 00:00:00-04:00,52.55426788330078,52.55426788330078,52.55426788330078,52.55426788330078,0,0.0,0.0,0.0
