Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-06-13 00:00:00-04:00,10.140000343322754,10.140000343322754,10.109999656677246,10.109999656677246,5500,0.0,0.0
2023-06-14 00:00:00-04:00,10.109999656677246,10.130000114440918,10.095000267028809,10.100000381469727,143900,0.0,0.0
2023-06-15 00:00:00-04:00,10.109999656677246,10.109999656677246,10.100000381469727,10.109999656677246,2061100,0.0,0.0
2023-06-16 00:00:00-04:00,10.119999885559082,10.119999885559082,10.109999656677246,10.109999656677246,251000,0.0,0.0
2023-06-20 00:00:00-04:00,10.130000114440918,10.130000114440918,10.109999656677246,10.119999885559082,102800,0.0,0.0
2023-06-21 00:00:00-04:00,10.130000114440918,10.130000114440918,10.119999885559082,10.119999885559082,8200,0.0,0.0
2023-06-22 00:00:00-04:00,10.130000114440918,10.130000114440918,10.119999885559082,10.119999885559082,652200,0.0,0.0
2023-06-23 00:00:00-04:00,10.130000114440918,10.140000343322754,10.130000114440918,10.140000343322754,395100,0.0,0.0
2023-06-26 00:00:00-04:00,10.140000343322754,10.170000076293945,10.130000114440918,10.140000343322754,15500,0.0,0.0
2023-06-27 00:00:00-04:00,10.140000343322754,10.15999984741211,10.140000343322754,10.149999618530273,225200,0.0,0.0
2023-06-28 00:00:00-04:00,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,93500,0.0,0.0
2023-06-29 00:00:00-04:00,10.1899995803833,10.1899995803833,10.149999618530273,10.15999984741211,155300,0.0,0.0
2023-06-30 00:00:00-04:00,10.170000076293945,10.170000076293945,10.154999732971191,10.154999732971191,5200,0.0,0.0
2023-07-03 00:00:00-04:00,10.15999984741211,10.15999984741211,10.149999618530273,10.149999618530273,2100,0.0,0.0
2023-07-05 00:00:00-04:00,10.149999618530273,10.170000076293945,10.149999618530273,10.170000076293945,2300,0.0,0.0
2023-07-06 00:00:00-04:00,10.15999984741211,10.180000305175781,10.15999984741211,10.180000305175781,5200,0.0,0.0
2023-07-07 00:00:00-04:00,10.170000076293945,10.175000190734863,10.170000076293945,10.170000076293945,18000,0.0,0.0
2023-07-10 00:00:00-04:00,10.149999618530273,10.170000076293945,10.149999618530273,10.149999618530273,57500,0.0,0.0
2023-07-11 00:00:00-04:00,10.149999618530273,10.170000076293945,10.149999618530273,10.15999984741211,54100,0.0,0.0
2023-07-12 00:00:00-04:00,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0,0.0,0.0
2023-07-13 00:00:00-04:00,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,115100,0.0,0.0
2023-07-14 00:00:00-04:00,10.170000076293945,10.170000076293945,10.166000366210938,10.166000366210938,1500,0.0,0.0
2023-07-17 00:00:00-04:00,10.164999961853027,10.170000076293945,10.15999984741211,10.15999984741211,13500,0.0,0.0
2023-07-18 00:00:00-04:00,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,0,0.0,0.0
2023-07-19 00:00:00-04:00,10.15999984741211,10.15999984741211,10.15999984741211,10.15999984741211,10100,0.0,0.0
2023-07-20 00:00:00-04:00,10.170000076293945,10.170000076293945,10.164999961853027,10.170000076293945,11000,0.0,0.0
2023-07-21 00:00:00-04:00,10.177000045776367,10.180000305175781,10.168999671936035,10.170000076293945,1800,0.0,0.0
2023-07-24 00:00:00-04:00,10.180000305175781,10.180000305175781,10.170000076293945,10.170000076293945,154600,0.0,0.0
2023-07-25 00:00:00-04:00,10.170000076293945,10.1899995803833,10.170000076293945,10.1899995803833,82400,0.0,0.0
2023-07-26 00:00:00-04:00,10.1899995803833,10.1899995803833,10.170000076293945,10.1899995803833,60000,0.0,0.0
2023-07-27 00:00:00-04:00,10.170000076293945,10.1899995803833,10.170000076293945,10.1899995803833,3500,0.0,0.0
2023-07-28 00:00:00-04:00,10.1899995803833,10.1899995803833,10.170000076293945,10.180000305175781,83500,0.0,0.0
2023-07-31 00:00:00-04:00,10.170000076293945,10.1899995803833,10.170000076293945,10.1899995803833,3800,0.0,0.0
2023-08-01 00:00:00-04:00,10.199999809265137,10.220000267028809,10.170000076293945,10.180000305175781,21900,0.0,0.0
