Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-01-02 00:00:00-05:00,83.16646981227116,83.60214684308382,82.48874095848369,83.21487426757812,1410500,0.0,0.0
2020-01-03 00:00:00-05:00,81.97560810650822,82.6146089654191,81.8110196622227,81.87879180908203,1118300,0.0,0.0
2020-01-06 00:00:00-05:00,81.32691380016438,82.12081909179688,80.93964130474666,82.12081909179688,1993200,0.0,0.0
2020-01-07 00:00:00-05:00,81.28820446447732,82.54683851674086,81.2688441592378,82.37256622314453,1684700,0.0,0.0
2020-01-08 00:00:00-05:00,83.22455715836486,83.71832987113432,82.4887400120078,83.18582916259766,1847600,0.0,0.0
2020-01-09 00:00:00-05:00,83.70862980814768,84.90916789790367,83.42785743318866,84.49285125732422,1912700,0.0,0.0
2020-01-10 00:00:00-05:00,84.92854879732977,85.43199794986683,84.54127624104991,84.80268096923828,1417000,0.0,0.0
2020-01-13 00:00:00-05:00,85.01566423784719,85.50943683299414,83.97971460433223,84.67680358886719,1630200,0.0,0.0
2020-01-14 00:00:00-05:00,84.49287508233232,85.40296459664349,83.94101402052057,85.1899642944336,1675200,0.0,0.0
2020-01-15 00:00:00-05:00,84.84140270159371,86.27430883808701,84.76395410534174,85.7999038696289,1630400,0.0,0.0
2020-01-16 00:00:00-05:00,86.28399757257522,86.64221858704322,86.0322693073151,86.61317443847656,1595900,0.0,0.0
2020-01-17 00:00:00-05:00,87.10695386615231,87.40708660671775,86.371136703536,87.25218200683594,3718300,0.0,0.0
2020-01-21 00:00:00-05:00,86.94236372649587,87.281224457082,86.6131794549194,86.75840759277344,2697400,0.0,0.0
2020-01-22 00:00:00-05:00,87.07792256006012,87.75564413440654,86.98109886091534,87.26187133789062,1665800,0.0,0.0
2020-01-23 00:00:00-05:00,86.76807341425439,87.11661791805773,85.83862386631496,86.2355728149414,1228300,0.0,0.0
2020-01-24 00:00:00-05:00,86.60348900600947,86.61317285089068,84.7930015035186,85.45136260986328,1164500,0.0,0.0
2020-01-27 00:00:00-05:00,83.78609776525147,84.39604704776005,83.46659735634289,83.80545806884766,1868000,0.0,0.0
2020-01-28 00:00:00-05:00,84.08622319058121,84.69617980679362,83.44722981479785,84.40572357177734,1652200,0.0,0.0
2020-01-29 00:00:00-05:00,84.76395386783163,85.54817537892748,84.37668134122055,84.46381378173828,1131500,0.0,0.0
2020-01-30 00:00:00-05:00,82.19826536052794,82.3241257673659,80.93963174571803,81.69480895996094,3026700,0.0,0.0
2020-01-31 00:00:00-05:00,81.35598478896425,81.65611756330605,79.71976183390413,79.9327621459961,2850400,0.0,0.0
2020-02-03 00:00:00-05:00,80.63951907272401,81.02679161829579,79.49706912592251,79.53579711914062,1919800,0.0,0.0
2020-02-04 00:00:00-05:00,80.21351302460306,81.23010246358001,80.14574088777853,80.86219024658203,1676000,0.0,0.0
2020-02-05 00:00:00-05:00,81.84005291470879,82.77918638656587,81.70450863903963,82.22732543945312,2345100,0.0,0.0
