Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-01-03 00:00:00-05:00,2.5218384760355828,2.530942331717652,2.5081821455241062,2.5263900756835938,426384,0.0,0.0
2017-01-04 00:00:00-05:00,2.526389785757044,2.5673585537945804,2.526389785757044,2.5582544803619385,448157,0.0,0.0
2017-01-05 00:00:00-05:00,2.544599144074,2.558255258376047,2.5309428109765624,2.5491511821746826,481118,0.0,0.0
2017-01-06 00:00:00-05:00,2.5537020566226643,2.5628061294555664,2.549150239001523,2.5628061294555664,392818,0.0,0.0
2017-01-09 00:00:00-05:00,2.562807077681339,2.594671563181506,2.5309428109765624,2.5491511821746826,741686,0.0,0.0
2017-01-10 00:00:00-05:00,2.549150406929297,2.5673585537945804,2.549150406929297,2.5582544803619385,312883,0.0,0.0
2017-01-11 00:00:00-05:00,2.5628064763954885,2.5673587322235107,2.5445985470600956,2.5673587322235107,374170,0.0,0.0
2017-01-12 00:00:00-05:00,2.562807077681339,2.562807077681339,2.5354950678726356,2.5491511821746826,386669,0.0,0.0
2017-01-13 00:00:00-05:00,2.562807077681339,2.571911372678094,2.544599144074,2.5491511821746826,306835,0.0,0.0
2017-01-17 00:00:00-05:00,2.5445990562438965,2.553702913335639,2.530942723617825,2.5445990562438965,360259,0.0,0.0
2017-01-18 00:00:00-05:00,2.549150774272798,2.5537025928497314,2.5354946621559313,2.5537025928497314,258552,0.0,0.0
2017-01-19 00:00:00-05:00,2.553702565446277,2.558254821565072,2.526390122710274,2.540046453475952,344232,0.0,0.0
2017-01-20 00:00:00-05:00,2.549150774272798,2.5582548490173758,2.544598736900509,2.5537025928497314,321854,0.0,0.0
2017-01-23 00:00:00-05:00,2.5537030014799744,2.562807077681339,2.5491511821746826,2.5491511821746826,181541,0.0,0.0
2017-01-24 00:00:00-05:00,2.5582544498684,2.5855668886360945,2.5537021944110165,2.581014633178711,242928,0.0,0.0
2017-01-25 00:00:00-05:00,2.590119211839476,2.6083275808355295,2.590119211839476,2.5946712493896484,308347,0.0,0.0
